Survey ID (Name)	Contributor	Data Type	Year	Planning Area (Region)	Protraction Area	Other Survey Identifiers (Permit, etc.)	Link To Survey Web Page
B-01-92-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1992	Central Gulf of Mexico	Breton Sound Area,Chandeleur Area,Chandeleur Area, East Addition,Eugene Island Area,Grand Isle Area,Main Pass Area,Mobile,Ship Shoal Area,South Marsh Island Area,South Marsh Island Area, North Addition,South Pelto Area,South Timbalier and Bay Marchand Areas,Vermilion Area,Viosca Knoll,West Delta Area	L92-001,L92-001-GOMSEGY17-1A	https://walrus.wr.usgs.gov/namss/survey/b-01-92-la/
B-01-95-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1995	Central Gulf of Mexico,Western Gulf of Mexico	Atwater Valley,High Island Area, East Addition, South Extension,High Island Area, South Addition,Mississippi Canyon	GOMSEGY2020-01,GOMSEGY2020-02,GOMSEGY2020-03	https://walrus.wr.usgs.gov/namss/survey/b-01-95-la/
B-01a-92-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1992	Central Gulf of Mexico	Breton Sound Area,Chandeleur Area, East Addition,Eugene Island Area,Grand Isle Area,Main Pass Area,Main Pass Area, South and East Addition,Mobile,Ship Shoal Area,South Marsh Island Area,South Marsh Island Area, North Addition,South Pelto Area,South Timbalier and Bay Marchand Areas,Vermilion Area,Viosca Knoll,West Delta Area	L92-001,L92-001-GOMSEGY17-1B	https://walrus.wr.usgs.gov/namss/survey/b-01a-92-la/
B-02-77-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977			E02-77	https://walrus.wr.usgs.gov/namss/survey/b-02-77-at/
B-02-79-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	North Atlantic	Chatham,Corsair Canyon,Hydrographer Canyon,Lydonia Canyon	E02-79	https://walrus.wr.usgs.gov/namss/survey/b-02-79-at/
B-02-80-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Middle Atlantic,South Atlantic	Beaufort,Cape Fear,Currituck Sound,Jacksonville,Manteo,Marmer,Richardson Hills,Russell,Stetson Mesa,Wittman	E02-80	https://walrus.wr.usgs.gov/namss/survey/b-02-80-at/
B-02-81-AR	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Beaufort Sea	Dease Inlet,Harrison Bay,Harrison Bay North,Teshekpuk	81-02	https://walrus.wr.usgs.gov/namss/survey/b-02-81-ar/
B-02-82-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Middle Atlantic,North Atlantic	Baltimore Rise,Block Canyon,Block Island Shelf,Cape Fear,Chincoteague,Currituck Sound,Hudson Canyon,Manteo,Marmer,Richardson Hills,Russell,Wittman	E02-82	https://walrus.wr.usgs.gov/namss/survey/b-02-82-at/
B-02-83-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Western Gulf of Mexico	Port Isabel,South Padre Island Area,South Padre Island Area, East Addition	T83-002	https://walrus.wr.usgs.gov/namss/survey/b-02-83-tx/
B-02-84-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	North Atlantic	Browns Bank,Corsair Canyon	E02-84	https://walrus.wr.usgs.gov/namss/survey/b-02-84-at/
B-02-84-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Central Gulf of Mexico	Main Pass Area, South and East Addition,Mississippi Canyon,South Pass Area, South and East Addition	L84-002	https://walrus.wr.usgs.gov/namss/survey/b-02-84-la/
B-02-86-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1986	Eastern Gulf of Mexico	Charlotte Harbor,De Soto Canyon,Destin Dome,Dry Tortugas,Florida Middle Ground,Pulley Ridge,St. Petersburg,Tarpon Springs,The Elbow,Vernon Basin	M86-002	https://walrus.wr.usgs.gov/namss/survey/b-02-86-mi/
B-02-89-GM	Bureau of Ocean Energy Management	2D Multichannel Seismic	1989	Central Gulf of Mexico	East Cameron Area,Eugene Island Area,Ship Shoal Area,South Marsh Island Area,South Marsh Island Area, North Addition,South Pelto Area,Vermilion Area,West Cameron Area,West Cameron Area, West Addition	GOMSEGY14-2	https://walrus.wr.usgs.gov/namss/survey/b-02-89-gm/
B-03-75-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975			E03-75	https://walrus.wr.usgs.gov/namss/survey/b-03-75-at/
B-03-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico,Western Gulf of Mexico	Sabine Pass Area,Sabine Pass Area,South Marsh Island Area, North Addition,West Cameron Area	L75-1803	https://walrus.wr.usgs.gov/namss/survey/b-03-75-la/
B-03-75-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975			T75-1803	https://walrus.wr.usgs.gov/namss/survey/b-03-75-tx/
B-03-77-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Beaufort Sea,Chukchi Sea	Barrow,Barter Island,Beechey Point,Dease Inlet,Demarcation Point,Flaxman Island,Flaxman Island North,Harrison Bay,Harrison Bay North,Mackenzie Canyon,Mackenzie Canyon North,Meade River		https://walrus.wr.usgs.gov/namss/survey/b-03-77-ak/
B-03-78-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Western Gulf of Mexico	Brazos Area,Galveston Area,Galveston Area, South Addition,Garden Banks,High Island Area, East Addition, South Extension,High Island Area, South Addition,Matagorda Island Area,West Cameron Area, South Addition	T78-003	https://walrus.wr.usgs.gov/namss/survey/b-03-78-tx/
B-03-80-AR	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Beaufort Sea	Beechey Point,Harrison Bay	80-03	https://walrus.wr.usgs.gov/namss/survey/b-03-80-ar/
B-03-80-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Central Gulf of Mexico	Eugene Island Area, South Addition,Green Canyon,Main Pass Area,Main Pass Area, South and East Addition,Ship Shoal Area, South Addition,West Delta Area,West Delta Area, South Addition	L80-103	https://walrus.wr.usgs.gov/namss/survey/b-03-80-la/
B-03-81-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	North Atlantic	Bear Seamount,Block Canyon,Block Island Shelf,Hydrographer Canyon,Lydonia Canyon,Veatch Canyon	E03-81	https://walrus.wr.usgs.gov/namss/survey/b-03-81-at/
B-03-81-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Western Gulf of Mexico	Matagorda Island Area	T81-003	https://walrus.wr.usgs.gov/namss/survey/b-03-81-tx/
B-03-82-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	North Atlantic	Bear Seamount,Hydrographer Canyon,Lydonia Canyon	E02-83	https://walrus.wr.usgs.gov/namss/survey/b-03-82-at/
B-03-86-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1986	Eastern Gulf of Mexico,Florida South	Apalachicola,Charlotte Harbor,Dry Tortugas,Florida Middle Ground,Gainesville,Howell Hook,Lloyd Ridge,St. Petersburg,Tarpon Springs,The Elbow,Vernon Basin	M86-003	https://walrus.wr.usgs.gov/namss/survey/b-03-86-mi/
B-03-87-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1987	Western Gulf of Mexico	Brazos Area,Matagorda Island Area,Mustang Island Area,Mustang Island Area, East Addition	T87-003	https://walrus.wr.usgs.gov/namss/survey/b-03-87-tx/
B-03-91-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1991	Central Gulf of Mexico	Chandeleur Area, East Addition,Ewing Bank,Grand Isle Area,Grand Isle Area, South Addition,Main Pass Area,Main Pass Area, South and East Addition,Mississippi Canyon,Mobile,South Pass Area,South Pass Area, South and East Addition,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,Viosca Knoll,West Delta Area,West Delta Area, South Addition	L91-003	https://walrus.wr.usgs.gov/namss/survey/b-03-91-la/
B-03a-91-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1991	Central Gulf of Mexico	Ewing Bank,Grand Isle Area,Grand Isle Area, South Addition,Mississippi Canyon,Ship Shoal Area,South Pelto Area,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,West Delta Area,West Delta Area, South Addition	L91-003	https://walrus.wr.usgs.gov/namss/survey/b-03a-91-la/
B-03b-91-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1991	Central Gulf of Mexico	Chandeleur Area, East Addition,Destin Dome,Grand Isle Area,Main Pass Area,Main Pass Area, South and East Addition,Mississippi Canyon,Mobile,South Pass Area,South Pass Area, South and East Addition,Viosca Knoll,West Delta Area,West Delta Area, South Addition		https://walrus.wr.usgs.gov/namss/survey/b-03b-91-la/
B-03c-91-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1991	Central Gulf of Mexico	Chandeleur Area, East Addition,De Soto Canyon,Destin Dome,Main Pass Area,Main Pass Area, South and East Addition,Mississippi Canyon,Mobile,Pensacola,Viosca Knoll	L91-003	https://walrus.wr.usgs.gov/namss/survey/b-03c-91-la/
B-04-78-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Central Gulf of Mexico,Western Gulf of Mexico	High Island Area, East Addition,West Cameron Area, West Addition	T77-104	https://walrus.wr.usgs.gov/namss/survey/b-04-78-tx/
B-04-80-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Middle Atlantic,North Atlantic	Baltimore Rise,Cape Fear,Chincoteague,Hudson Canyon,Hydrographer Canyon,Marmer,Richardson Hills,Veatch Canyon,Wilmington Canyon,Wittman	E04-80	https://walrus.wr.usgs.gov/namss/survey/b-04-80-at/
B-04-81-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Middle Atlantic,North Atlantic	Baltimore Rise,Hudson Canyon,Wilmington Canyon	E04-81	https://walrus.wr.usgs.gov/namss/survey/b-04-81-at/
B-04-82-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Middle Atlantic,North Atlantic,South Atlantic	Adams,Blake Spur,Block Canyon,Block Island Shelf,Chincoteague,Currituck Sound,Daytona Beach,Harrington Hill,Hydrographer Canyon,Manteo,Marmer,Mc Alinden Spur,Orlando,Pillsbury,Richardson Hills,Russell,Wittman	E04-82	https://walrus.wr.usgs.gov/namss/survey/b-04-82-at/
B-04-83-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	North Atlantic	Block Island Shelf,Chatham,Hydrographer Canyon	E04-83	https://walrus.wr.usgs.gov/namss/survey/b-04-83-at/
B-05-76-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	Central Gulf of Mexico	East Cameron Area,Eugene Island Area,Ship Shoal Area,Vermilion Area,West Cameron Area	L76-2005	https://walrus.wr.usgs.gov/namss/survey/b-05-76-la/
B-05-81-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Florida South	Ft. Pierce,Rompidas Ledge,Walker Cay	E05-81	https://walrus.wr.usgs.gov/namss/survey/b-05-81-at/
B-05-82-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Western Gulf of Mexico	Galveston Area,High Island Area,High Island Area, East Addition,High Island Area, East Addition, South Extension,High Island Area, South Addition,West Cameron Area, West Addition	T82-005	https://walrus.wr.usgs.gov/namss/survey/b-05-82-tx/
B-05-83-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Middle Atlantic	Baltimore Rise,Chincoteague,Currituck Sound,Manteo,Richardson Hills,Wilmington Canyon	E05-83	https://walrus.wr.usgs.gov/namss/survey/b-05-83-at/
B-05-83-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Central Gulf of Mexico,Western Gulf of Mexico	East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Garden Banks,High Island Area, East Addition, South Extension,High Island Area, South Addition,Ship Shoal Area,South Marsh Island Area,South Marsh Island Area, South Addition,Vermilion Area,Vermilion Area, South Addition,West Cameron Area, South Addition	L82-205	https://walrus.wr.usgs.gov/namss/survey/b-05-83-la/
B-05-83-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Western Gulf of Mexico	East Breaks,Garden Banks,High Island Area,High Island Area, South Addition,Keathley Canyon	T83-005	https://walrus.wr.usgs.gov/namss/survey/b-05-83-tx/
B-05-86-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1986	Middle Atlantic,South Atlantic	Currituck Sound,Georgetown,James Island	E05-86	https://walrus.wr.usgs.gov/namss/survey/b-05-86-at/
B-05-86-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1986	Central Gulf of Mexico	Grand Isle Area,Grand Isle Area, South Addition,South Timbalier and Bay Marchand Areas	L86-005	https://walrus.wr.usgs.gov/namss/survey/b-05-86-la/
B-05-88-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Western Gulf of Mexico	Alaminos Canyon,Keathley Canyon	GOMSEGY13-05,T88-12	https://walrus.wr.usgs.gov/namss/survey/b-05-88-tx/
B-06-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	Eugene Island Area,Eugene Island Area, South Addition,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area, South Addition	L75-1806	https://walrus.wr.usgs.gov/namss/survey/b-06-75-la/
B-06-76-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	North Atlantic	Block Island Shelf,Chatham,Corsair Canyon,Hudson Canyon,Hydrographer Canyon,Lydonia Canyon,Wilmington,Wilmington Canyon	E06-75	https://walrus.wr.usgs.gov/namss/survey/b-06-76-at/
B-06-79-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1979	North Atlantic	Block Island Shelf	E06-79	https://walrus.wr.usgs.gov/namss/survey/b-06-79-at/
B-06-82-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	Florida South,Middle Atlantic,South Atlantic	Adams,Bahamas,Blake Spur,Cape Fear,Daytona Beach,Ft. Pierce,Harrington Hill,Hoyt Hills,Jacksonville,James Island,Mc Alinden Spur,Orlando,Pillsbury,Richardson Hills,Stetson Mesa,Walker Cay	E06-82	https://walrus.wr.usgs.gov/namss/survey/b-06-82-at/
B-06-85-SC	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Southern California	Long Beach,Los Angeles,San Clemente Island,San Diego,Santa Ana,Santa Maria		https://walrus.wr.usgs.gov/namss/survey/b-06-85-sc/
B-06-86-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1986	Western Gulf of Mexico	Brazos Area,Galveston Area,Galveston Area, South Addition,High Island Area,High Island Area, East Addition,West Cameron Area, West Addition	T86-006	https://walrus.wr.usgs.gov/namss/survey/b-06-86-tx/
B-07-76-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	North Atlantic	Hudson Canyon	E07-76	https://walrus.wr.usgs.gov/namss/survey/b-07-76-at/
B-07-78-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Beaufort Sea	Beechey Point,Flaxman Island,Harrison Bay		https://walrus.wr.usgs.gov/namss/survey/b-07-78-ak/
B-07-80-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Middle Atlantic,North Atlantic,South Atlantic	Adams,Bear Seamount,Harrington Hill,Heezen Plateau,Hoyt Hills,Hudson Canyon,Hydrographer Canyon,Lydonia Canyon,Richardson Hills,Stetson Mesa,Veatch Canyon,Wilmington Canyon	E07-80	https://walrus.wr.usgs.gov/namss/survey/b-07-80-at/
B-07-81-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Middle Atlantic	Manteo	E07-81	https://walrus.wr.usgs.gov/namss/survey/b-07-81-at/
B-07-83-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	North Atlantic	Wilmington Canyon	E07-83	https://walrus.wr.usgs.gov/namss/survey/b-07-83-at/
B-07-83-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Western Gulf of Mexico	North Padre Island Area, East Addition,Port Isabel,South Padre Island Area,South Padre Island Area, East Addition	T83-007	https://walrus.wr.usgs.gov/namss/survey/b-07-83-tx/
B-07-88-MI	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Central Gulf of Mexico,Eastern Gulf of Mexico	De Soto Canyon,Destin Dome,Mississippi Canyon	GOMSEGY13-07,M88-08	https://walrus.wr.usgs.gov/namss/survey/b-07-88-mi/
B-08-75-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	North Aleutian Basin,St. George Basin	Akutan,Akutan North,Cold Bay,Pribilof Canyon,St. George,St. George East,St. Paul		https://walrus.wr.usgs.gov/namss/survey/b-08-75-ak/
B-08-75-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	North Atlantic	Chatham,Corsair Canyon,Hydrographer Canyon,Lydonia Canyon	E08-75	https://walrus.wr.usgs.gov/namss/survey/b-08-75-at/
B-08-76-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976			E08-76	https://walrus.wr.usgs.gov/namss/survey/b-08-76-at/
B-08-77-FL	Bureau of Ocean Energy Management	2D Multichannel Seismic	1977	Eastern Gulf of Mexico	Charlotte Harbor,De Soto Canyon,Florida Middle Ground,St. Petersburg,The Elbow,Vernon Basin	M77-008	https://walrus.wr.usgs.gov/namss/survey/b-08-77-fl/
B-08-78-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Middle Atlantic,North Atlantic	Baltimore Rise,Block Canyon,Chincoteague,Hudson Canyon,Salisbury,Wilmington Canyon	E08-78	https://walrus.wr.usgs.gov/namss/survey/b-08-78-at/
B-08-83-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	North Atlantic	Block Canyon	E08-83	https://walrus.wr.usgs.gov/namss/survey/b-08-83-at/
B-08-83-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Western Gulf of Mexico	East Breaks,Galveston Area,Galveston Area, South Addition,Garden Banks,High Island Area,High Island Area, East Addition,High Island Area, East Addition, South Extension,High Island Area, South Addition,West Cameron Area, South Addition	T83-008	https://walrus.wr.usgs.gov/namss/survey/b-08-83-tx/
B-08-84-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1984	Western Gulf of Mexico	Alaminos Canyon,Corpus Christi,East Breaks,Galveston Area, South Addition,Garden Banks,Mustang Island Area, East Addition	T83-108	https://walrus.wr.usgs.gov/namss/survey/b-08-84-tx/
B-08-88-GM	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Central Gulf of Mexico	Atwater Valley,Eugene Island Area, South Addition,Green Canyon	GOMSEGY13-08	https://walrus.wr.usgs.gov/namss/survey/b-08-88-gm/
B-09-75-AK	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	North Aleutian Basin,St. George Basin	Akutan,Akutan North,Bristol Bay,Chignik,Cold Bay,False Pass,Stepovak Bay,Sutwik Island,Ugashik,Ugashik West		https://walrus.wr.usgs.gov/namss/survey/b-09-75-ak/
B-09-75-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	South Atlantic	Brunswick,Georgetown,Hoyt Hills,Jacksonville,James Island,Stetson Mesa	E09-75	https://walrus.wr.usgs.gov/namss/survey/b-09-75-at/
B-09-81-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Middle Atlantic,North Atlantic	Baltimore Rise,Chincoteague,Hudson Canyon,Salisbury,Wilmington Canyon	E09-80	https://walrus.wr.usgs.gov/namss/survey/b-09-81-at/
B-09-83-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1983	Western Gulf of Mexico	Brazos Area,Galveston Area	T83-009	https://walrus.wr.usgs.gov/namss/survey/b-09-83-tx/
B-09-85-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Central Gulf of Mexico,Western Gulf of Mexico	Atwater Valley,East Cameron Area, South Addition,Eugene Island Area, South Addition,Garden Banks,Grand Isle Area, South Addition,Green Canyon,High Island Area, East Addition, South Extension,Keathley Canyon,Mississippi Canyon,Ship Shoal Area, South Addition,South Marsh Island Area, South Addition,South Pass Area, South and East Addition,South Timbalier Area, South Addition,Vermilion Area, South Addition,Walker Ridge,West Cameron Area, South Addition	L85-009	https://walrus.wr.usgs.gov/namss/survey/b-09-85-la/
B-09-85-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Western Gulf of Mexico	East Breaks	T84-109	https://walrus.wr.usgs.gov/namss/survey/b-09-85-tx/
B-09-87-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1987	Central Gulf of Mexico,Western Gulf of Mexico	Atwater Valley,East Cameron Area,East Cameron Area, South Addition,Eugene Island Area,Eugene Island Area, South Addition,Ewing Bank,Garden Banks,Grand Isle Area,Grand Isle Area, South Addition,Green Canyon,High Island Area, East Addition, South Extension,Mississippi Canyon,Ship Shoal Area,Ship Shoal Area, South Addition,South Marsh Island Area,South Marsh Island Area, South Addition,South Timbalier and Bay Marchand Areas,South Timbalier Area, South Addition,Vermilion Area,Vermilion Area, South Addition,West Cameron Area, South Addition,West Cameron Area, West Addition,West Delta Area, South Addition	L87-09	https://walrus.wr.usgs.gov/namss/survey/b-09-87-la/
B-09-88-GM	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Central Gulf of Mexico	Atwater Valley,Garden Banks,Green Canyon	GOMSEGY13-09	https://walrus.wr.usgs.gov/namss/survey/b-09-88-gm/
B-1-13-FL	U.S. Geological Survey	2D Multichannel Seismic	2013				https://walrus.wr.usgs.gov/namss/survey/b-1-13-fl/
B-10-76-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1976	Florida South	Ft. Pierce,Walker Cay	E10-75	https://walrus.wr.usgs.gov/namss/survey/b-10-76-at/
B-10-78-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1978	Central Gulf of Mexico	West Delta Area	L78-110	https://walrus.wr.usgs.gov/namss/survey/b-10-78-la/
B-10-80-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1980	Middle Atlantic,North Atlantic	Baltimore Rise,Block Canyon,Chincoteague,Heezen Plateau,Hudson Canyon,Salisbury,Wilmington Canyon	E10-80	https://walrus.wr.usgs.gov/namss/survey/b-10-80-at/
B-10-81-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1981	Middle Atlantic,North Atlantic	Bear Seamount,Block Canyon,Block Island Shelf,Hudson Canyon,Hydrographer Canyon,Lydonia Canyon,Veatch Canyon,Wilmington Canyon	E10-81	https://walrus.wr.usgs.gov/namss/survey/b-10-81-at/
B-10-82-AT	Bureau of Ocean Energy Management	2D Multichannel Seismic	1982	North Atlantic	Bear Seamount,Block Canyon,Heezen Plateau,Hydrographer Canyon,Lydonia Canyon,Veatch Canyon	E10-82	https://walrus.wr.usgs.gov/namss/survey/b-10-82-at/
B-10-85-TX	Bureau of Ocean Energy Management	2D Multichannel Seismic	1985	Western Gulf of Mexico	Brazos Area, South Addition,Matagorda Island Area,Mustang Island Area,Mustang Island Area, East Addition,North Padre Island Area,North Padre Island Area, East Addition,South Padre Island Area,South Padre Island Area, East Addition	T84-110	https://walrus.wr.usgs.gov/namss/survey/b-10-85-tx/
B-10-88-GM	Bureau of Ocean Energy Management	2D Multichannel Seismic	1988	Central Gulf of Mexico	Eugene Island Area,Eugene Island Area, South Addition,South Marsh Island Area,South Marsh Island Area, South Addition,Vermilion Area,Vermilion Area, South Addition	GOMSEGY13-10	https://walrus.wr.usgs.gov/namss/survey/b-10-88-gm/
B-11-75-LA	Bureau of Ocean Energy Management	2D Multichannel Seismic	1975	Central Gulf of Mexico	Main Pass Area,West Delta Area,West Delta Area, South Addition	L75-1711	https://walrus.wr.usgs.gov/namss/survey/b-11-75-la/
